prices,available,address
€635 monthly,"Available Now - Melrose avenue, off philipsburg ave. Fairview. On 123 bus route. 5 bedroom house,on quiet street,
 3 double bedrooms, 2 with own showers en suite. & 2 single bedrooms. I double bedroom vacant  from 1st sept. €160 pe...","16 Melrose Avenue,fairview,dublin 3, Marino, Dublin 3"
€750 monthly,"Available 7th September - Spacious double bedroom with ensuite 

we are a professional couple offering a fantastic double bedroom with an ensuite in my apartment. Here are the details:

the room:
- a generously sized double bedroom with an ensuit...","Apartment 14, Deerpark House, Tyrone Court, Thomas, Inchicore, Dublin 8"
€925 monthly,"Available 1st September - *****please reply by email with details + contact phone number*****

minimum let - 12 months. Double bedroom available in four-bedroomed three-storey house located close to clontarf castle hotel. 1km from eastpoint busin...","Off Castle Avenue, Clontarf, Dublin 3"
"€1,150 monthly","Available 1st September - Large double room available to rent in bright, spacious 3 bed/3 bathroom house in portobello to share with 2 others 

own bathroom and garden area. Available now for up to 9 months. Looking for clean, tidy & easy going p...","Clanbrassil St Upper, Portobello, Dublin 8"
€190 weekly,Available 16th September - Room only. Sunday evening to friday lunchtime only. Bills included in price. Shared bathroom with other tenant. Property is 6 min walk from main dublin bus corridor to / from city centre. 15 mins into o'connell st. Aldi ...,"Old Lucan Road, Palmerstown, Dublin 20"
€750 monthly,"Available Now - The house is located between millennium park and hartstown park, very close to blanchardstown shopping centre, only 4 min away lidl, post office, iceland, polonesi... Access to many buses 17a, 37, 39, 39a, 76a, 139, 220,...","58 Fortlawn Park Northside Dublin 15, Coolmine, Dublin 15"
€925 monthly,"Available 7th September - 8 months only - september 7th 2024 to april 30th 2025. Large double bedroom available in a house share - 925 p/mth. Includes bills - broadband, tv, bins etc. Excludes bills - gas & electric

spacious, renovated, modern, ...","Galtymore Close, Drimnagh, Dublin 12"
€880 monthly,"Available Now - Short term accommodation for 7 months
single ensuite room available in a shared duplex  from 15th august 2024 to 14th march 2025 

location: ashtown, dublin 15

move in - immediate

walking distance 
spar - 200 m
superva...","Rathborne Avenue, Dublin 15, Royal Canal Park, Dublin 15"
"€1,100 monthly",Available 1st October - One en-suite double room in a newly built semi-detached three-bedroom house in citywest village. The house is a 5-minute walk to the luas stop (citywest campus). 3 minutes walk to lidl and citywest shopping centre. 2 min...,"Citywest Village,dublin 24, Saggart, Co. Dublin"
"€1,500 monthly","Available 4th October - Shared with 1 kind, quiet and considerate it professional. The property is located in dundrum. 2 mins walk to dundrum shopping centre and 1 min walk to luas station. The room has its own bathroom. It is spacious warm, br...","Apartment 24, The Holly, Rockfield, Dundrum, Dubli, Dublin 14"
€650 monthly,"Available 14th September - Bright double room available facing the grand canal on a quiet street. Great location, close to the centre of town. Sharing with just one other person and a cat. Rent is €650 p.m. Inclusive of all bills (wifi, gas, ...","Lullymore Terrace,south Circular Road,dublin 8, South Circular Road, Dublin 8"
"€1,250 monthly","Available 16th September - It's a newly built 3-bedroom house with a family of four living in it. We've converted the attic, which we're offering for sharing. The space includes a bathroom, a small kitchen, and provides 24/7 heating and hot water....","Tandy's Lane, Adamstown, Lucan, Adamstown, Co. Dublin"
€250 weekly,"Available Now - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Annagh Court, Blanchardstown, Dublin 15"
€160 weekly,"Available Now - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Oakdale Crescent, Ballycullen, Dublin 24"
€220 weekly,"Available 31st October - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","St Brigid's Road, Killester, Dublin 5"
€220 weekly,"Available 1st September - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Burrow Road, Portrane, Co. Dublin"
€265 weekly,"Available Now - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Dolphin Road, Drimnagh, Dublin 12"
€250 weekly,"Available Now - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Glencarrig Drive, Firhouse, Dublin 24"
€200 weekly,"Available 25th August - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Elmcastle Court, Kilnamanagh, Dublin 24"
"€1,100 monthly","Available Now - Room only with use of kitchen facilities. Double room ensuite. Plenty of storage, desk, tv, wifi in room. Great location  in walking distance to blanchardstown hospital, shopping centre, tu blanchardstown and national sp...","47 Annagh Court, Waterville, Dublin 15, Dublin 15"
"€1,000 monthly","Available Now - Large double room (studio)
balcony , newly finished,ensuite , 
double bed , desk , wardrobes. Recently plenty of storage. Bright and spacious.","1 Newlands Manor Green, Dublin 22, Grange Castle, Co. Dublin"
€900 monthly,Available 25th August - Bright double ground floor bedroom with bay window in dormer style house shared with three other male professionals. Bathroom shared with only one other. House is non smoking. Off street parking. Located in direct proxim...,"Oakdown, 76 Churchtown Road Upper, Dublin 14, Dublin 14"
€800 monthly,"Available 1st September - A double bedroom is available on griffith drive (close to dcu)

2 mins walk to the bus stop and close to johnstown park. This is a part of a 3 bed house with a garden, you will be sharing the house with 1 more person. Yo...","Griffith Drive, Glasnevin, Dublin 11"
"€1,065 monthly","Available 1st September - 2 bedroom ground floor apartment available for sharing with 1 person and a golden retriver
internet is included in the rent. Free gym facility available. Work stations/meeting rooms available in the common area. Kitchen ...","One Three North,marrsfield Avenue,clongriffin,dublin 13, Donaghmede, Dublin 13"
"€1,500 monthly","Available Now - Room type: ensuite double room with balcony
property type: 2 bedroom apartment
location: near stillorgan luas
move in: immediate
email only for enquiries and viewing","South Central,rockbrook,carmanhall Road,sandyford Business Park,dublin 18, Stillorgan, Co. Dublin"
"€1,250 monthly","Available 25th August - Beautiful apartment in swords, just off noetg street. 2 minute walk to gourmet food parlour. About 3 minutes to ksixtyseven. Five minute walk to bus stop into town, 33, 41, swords express, 102 to malahide. Less than 10 m...","Close To North Street, Seatown West, Swords, Co. Dublin, Swords, Co. Dublin"
€700 monthly,"Available Now - The house

on the ground floor there is a spacious kitchen with gas cooker, oven, microwave, washing machine, two fridge-freezers. From the kitchen there is access to a beautiful garden where you can relax. On the baseme...","77 Park Boulevard, Dublin 15, Tyrrelstown, Dublin 15"
"€1,100 monthly","Available 7th September - 2 bedroom apartment in kilmacud, conveniently located close to the kilmacud luas stop. All aspects of the apartment are of the best quality. Built in 2017. The occupant will have their own double room and own bathroom (n...","Upper Kilmacud Road, Dublin 14, Kilmacud, Co. Dublin"
€600 monthly,"Available Now - Rent type - long term
room size - double room
rent amount - €600

description:
double room available to rent in north glasnevin €600 per month, €600 deposit and bills not included (gas, wifi, bins and elec...","North Glasnevin, Dublin 11, Finglas, Dublin 11"
€925 monthly,"Available 30th August - Room to rent in spacious house in blackrock. The available room has double bed, wardrobe, drawers. The house has a kitchen and dining room and a separate living room with fast broadband and virgin media tv. The house is ...","Obelisk Grove, Blackrock, Co. Dublin, Stillorgan, Co. Dublin"
"€1,250 monthly","Available 9th September - We are delighted to bring this stunning 3 bedroom house to rental market for the very first time. Tu grangegorman: 15 mins cycle 
tu kevin st: 5 min walk
trinity college 15 min walk

the accommodation comprises of a grou...","46 New Row Place, New Row South, Dublin 8, Christchurch, Dublin 8"
"€1,500 monthly","Available 1st September - €1,500 (inclusive of monthly bills). Open to monday-friday as an option. Owner occupied 

viewings available immediately. A double bedroom in a newly renovated apartment in the heard of donnybrook is available to re...","Eglinton Court,eglinton Road,dublin, Donnybrook, Dublin 4"
"€1,100 monthly","Available 1st September - Ensuite double room available in santry. Very close to many amenties as lidle, pharmacy and 10 minutes walking to the bus stop with routes 41 41c 33 16 27b 155 and 4. Less than 10 minutes by bus to the airport. Ford more...","Northwood, Santry, Dublin 9"
"€1,200 monthly","Available 1st September - Beautiful,spacious double room with velox windows and en-suite bathroom. It's located in the heart of ternure. Bus stop across the road,tesco,restaurants etc. Non smoking. Bills will be spit between two. Beautiful terrac...","terenure Rd north, Dublin 6"
€900 monthly,"Available Now - I am looking to rent a converted attic, which is a large double room, double bed, built in wardrobes with en-suite. Plenty of storage space. Access to fitted kitchen, all mod cons including wi-fi, separate washer and dry...","6 Dodderbrook Glade, Dublin 24, Bohernabreena, Co. Dublin"
"€1,090 monthly","Available 1st September - A small double room to rent in a shared house, next to the green luas, glencairn stop in a semi detached house. Bins are included in the rent. Nice housemates, ready to move in from the first of september 2024. Reference...","Murphystown Road, Dublin 18, Sandyford, Dublin 18"
€630 monthly,"Available 1st September - One double bedroom available to rent from 1st of september, in a beautiful newly refurbished three bed home. Looking for someone to join two easy-going female professionals in their late 20's and mid 30's. Please send us...","Collinswood, Beaumont, Dublin 9"
"€1,200 monthly","Available Now - Double room available in ballsbridge. - 3 bed, 2 bathroom apartment
- within walking distance of st. Vincent's hospital and sydney parade dart station, bus routes, merrion shopping centre. - recently refurbished, spaciou...","Merrion Court Apartments,ailesbury Road,dublin 4, Sandymount, Dublin 4"
€800 monthly,"Available 15th September - Looking to rent a room in family home, one adult daughter living here with her parents. Own bathroom. Use of kitchen facilities and living space. On good bus routes and 12 minute walk to the dart.","64 New Vale Cottages, Dublin 18, Dublin 18"
€825 monthly,"Available 11th September - Double room with en-suite available from the 11th september sharing with 3 females. Bedroom is spacious with tv, desk and built in wardrobes 

lovely furnished home with sitting room / kitchen with dishwasher, washing ma...","Verney Farm, Enniskerry Road, Kilternan, Co. Dubli, Kilternan, Dublin 18"
€800 monthly,"Available 1st September - Double room with en suite available in churchtown

a double room with en suite is available for rent in a 3-bedroom ground-floor apartment in ely hall, hazelbrook square, churchtown. Details:

room: double room with priv...","Ely Hall, Hazelbrook Square, Whitehall Road, Dublin 14, Churchtown, Dublin 14"
€900 monthly,"Available Now - Newly renovated house with one double room to rent, available immediately. On the red luas line within easy access to tallaght hospital, st james hospital and chi crumlin. 15 minutes by car to the city centre. Quiet hous...","Naas Road, Dublin 12, Inchicore, Dublin 8"
"€1,100 monthly","Available Now - Double room for rent , 5 minutes walk to luas,bus and dunnes stores , quiet neighbourhood (leopardstown), call arek 087 062 2953","33 Glenbourne Green, Dublin 18, Leopardstown, Dublin 18"
"€1,000 monthly","Available 1st September - A double bedroom in a two-bedroom apartment with a spacious living room, a small balcony, a kitchen, and one large shared bathroom. The property is situated in a secluded estate with lots of green space and lovely neighb...","Cremorne, Terenure, Dublin 6, Terenure, Dublin 6"
€900 monthly,"Available 7th October - Room available in woodward square

we are looking for a person to join our apartment, shared with two other males working in tech, both in hybrid working roles. The available room is 11 square meters, and you will shar...","Woodward Square,murphystown Way,dublin 18, Leopardstown, Dublin 18"
€860 monthly,"Available 26th August - Large double bedroom in spacious apartment just off griffith avenue. Great location next to local amenities and only minutes walk from the nearest bus / dart station, dcu, beaumont hospital & close to the m50. Apt has se...","26 Sion Hill Road, Dublin 9, Drumcondra, Dublin 9"
€1 weekly,"Available 25th August - €150 per week  (plus €10 bills (fair usage) 

sunday to friday preferably (flexible for occasional weekend) 

available from aug/sept 2024 for full academic year **non smokers only**

we are in a pivotal locati...","Double Room Ensuite, D11, D15, D9, City Centre, Kilsallaghan, Co. Dublin"
€210 weekly,"Available Now - Would best suit a brazilian  male
double room  (not sharing) in large modern and very quiet and very clean house with 4 bedrooms, large kitchen and sitting room, large new bathroom upstairs , very quiet suburban area. Ro...","Sarto Park, Sutton, Co. Dublin, Bayside, Dublin 13"
"€1,150 monthly","Available 2nd September - Dear beautiful being, here is a cozy room in a bright apartment located right in the heart of dublin. Shops ( such as lidl 1min walk distance), cafes, restaurants, and cultural attractions (such as 5min guiness storehous...","Bridgefoot Street,dublin 8, Christchurch, Dublin 8"
€185 weekly,"Available Now - One comfortable double room is available at swallowbrook view, parslickstown, clonee, dublin 15! located in the peaceful neighborhood of swallowbrook view, these rooms are offered at:

room: offered at a rent of €18...","Swallowbrook View, Parslickstown, Clonee, Dublin 15"
€750 monthly,Available 27th August - Very spacious room to rent in a house with other 5 people (6 bed house). Located in tyrrelstown d15. Contact to discuss further. Thanks,"Park Boulevard,dublin 15, Tyrrelstown, Dublin 15"
€175 weekly,"Available Now - Dublin host families are proud to offer a large double bedroom in this showhouse condition semi detached property located only 13 kilometres from dublin city centre. Ideally located close to tu dublin (blanchardstown), b...","Mount Garrett Crescent, Tyrrelstown, Dublin 15"
€140 weekly,"Available Now - ****available 5 nights per week only (sunday evening to friday afternoons)

dublin host families are proud to offer 2 double bedrooms in this stunning semi detached property located only 9 kilometres from dublin city cen...","St John's Park West, Clondalkin, Dublin 22"
€170 weekly,"Available 26th August - Dublin host families are proud to offer a double bedroom in this showhouse condition semi detached property located only 8 kilometres from dublin city centre. Ideally located close to maynooth university, ballyfermot col...","Palmerstown Manor, Palmerstown, Dublin 20"
€180 weekly,"Available 6th October - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Errigal Road, Drimnagh, Dublin 12"
€150 weekly,"Available Now - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Burgage Street, Newcastle, Co. Dublin"
"€1,050 monthly","Available 2nd September - ****colman grimes estate agents***fabulous room rental-recently renovated 4 bed***all bills included***

we are delighted to present this spacious double room*** 

accommodation comprises of large communal front living r...","St. Columbas Road Lower, Drumcondra, Dublin 9"
"€1,166 monthly",Available Now - Bedroom/living room with own private bathroom and own private kitchen with washer/dryer  recently redecorated available under a house share licence agreement in sandymount dublin 4.,"Tritonville Road, Sandymount, Dublin 4"
€930 monthly,"Available 21st August - Double bedroom available in a 3 bedroom house, 2 bathrooms, and currently occupied by 2 females. Situated on first avenue (the ranch)sarsfield road, inchicore dublin10. You will have access to a lovely large garden, a la...","5 First Avenue, Ballyfermot, Dublin 10"
€875 monthly,"Available Now - Grove court is conveniently located beside blanchardstown sc. There is a selection of stylish cafes, restaurants, department stores and fitness centres, and other fantastic local amenities. Everything is within a short w...","Apartment 53 , Grove Court, Grove Road, Dublin 15, Clonsilla, Dublin 15"
€830 monthly,"Available Now - Double room available in stunning refurbished architect designed 4 bed 2 bath house close to the red luas line. Interior designer fit out with recessed lighting, oak floors, leather and oak furniture, two reception rooms...","Sperrin Road, Dublin 12, Drimnagh, Dublin 12"
€185 weekly,"Available 1st September - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Clontarf Park, Clontarf, Dublin 3"
€900 monthly,"Available 26th August - Room rental

seven nights Â€1200 monthly

sunday evenig 8pm to
 friday 9 am. Â€900 monthly
one months deposit is required and is refunded the day of departure 

 sharing in a quiet suburb south dublin/stillorga...","Treesdale, Stillorgan, Co. Dublin"
€795 monthly,"Available Now - The house offers a fully furnished integrated kitchen with all mod cons incl. Microwave, dishwasher, washing machine. Separate clothes dryer. Gas fire central heating. A very large and comfortable living area with cable ...","48 Wesley Lawns, Dundrum, Dublin 14"
€995 monthly,Available Now - Kingsize double bedroom in a spacious modern apartment with on street parking available. Bathroom is for exclusive use of tenant as other room is en suite. Apartment is located conveniently within walking distance of ifs...,"The Lighthouse Apartments,church Road,dublin 3, East Wall, Dublin 3"
€200 weekly,"Available Now - Double rooms available in shared house,currently one male age 46. Available immediately
location: palmerstown dublin 20 
cost:double room 200 per week per week ( not including bills)

facilities 
-living room & kitchen 
...","20 Oakcourt Close, Dublin 20, Palmerstown, Dublin 20"
"€1,000 monthly","Available 1st September - Amazing large double ensuite room in this fabulous house on its own site baldonnell road surrounded by beautiful green fields and scenery. Next to kingswood business park and grangecastle. Close to citywest, saggart, rat...","Baldonnell, Citywest, Co. Dublin"
"€1,290 monthly","Available 3rd September - ***accommodation available*** 

hi all,

one double bedroom is available to move in on 3rd sep 2024. Long-term vacancy. €1290pm. Full info: 
one double bedroom with an ensuite bathroom available from 3rd sep in...","311 Liffey Trust Center, 117-126 Upper Sheriff Str, North Wall, Dublin 1"
€200 weekly,"Available Now - Double room available in newly decorated house in quiet cul de sac. Fully equipped kitchen, rear garden and parking available. On 15 bus route (24 hour service) and a short distance from 175, 49 and 75 bus routes. Conven...","25 Dargle Wood, Dublin 16, Knocklyon, Dublin 16"
€910 monthly,Available 1st September - Double ensuite room with balcony available to rent from first of september. Great room in a great location. Sharing a two story duplex with two professionals in mid twenties. Clean house and looking for someone  who's cl...,"All Hallows Green, Griffith Avenue, Dublin 9, Drumcondra, Dublin 9"
"€1,325 monthly","Available 1st September - Large ensuite double room available to rent from september. All bills and amenities included in rent. Onsite amenities include: gym, wfh area, common spaces, games room, all located within this brand new apartment comple...","The Grange, Brewery Road, Stillorgan, Co. Dublin"
"€1,375 monthly","Available 1st September - I'm looking for a roommate for my two bed apartment at the grange, stillorgan. It's is a brand new luxury apartment complex built in 2023 in a lovely neighbourhood. Includes a gym, business centre and living spaces. Loca...","The Grange, Brewery Road, Stillorgan, Blackrock, Co. Dublin, Leopardstown, Dublin 18"
€860 monthly,Available Now - -colman grimes estate agents***luxurious room rental -*** includes all bills and services ***we are delighted to present this high end room with ensuite*** ** viewing ** reply with your details via email and we will cont...,"Avonmore Close, Tallaght, Dublin 24"
€930 monthly,"Available 1st September - 2 large bedrooms available, in a furnished 3 bedroom apartment on a 12 month lease. Bedroom 1 available from 1st september 2024 is 3. 6 metres by 2. 6 metres (area 9. 36 square metres), with built-in wardrobe. Bedroom 2 ...","Ridge Hall Apartments,shanganagh Road,ballybrack,glenageary,co. Dublin, Ballybrack, Co. Dublin"
€630 monthly,"Available 9th September - **monday to friday rental only**

this is non-negotiable so please do not email if you require full-time space. Amazing spacious double bedroom for rent in brand new estate in adamstown. Looking for a  clean, easy going ...","St Helens, Adamstown, Co. Dublin"
€550 monthly,"Available 1st September - Great location. 5 minutes from all bus routes, 20 minutes from city centre. The house is fully equipped with a utility room, containing washing machine, all mod cons. House is immaculate, high end accommodation, maintain...","Palmerstown Ave, Palmerstown, Dublin 20"
€500 monthly,"Available 1st September - ***monday to friday only***
****no weekends***
****sept to may****
would suit someone who wants to stay in dublin during the week only for college or work. 9 mins walk to kilbarrack dart station. 9 minute walk to bus sto...","2, Kilbarrack, Dublin 5"
€800 monthly,"Available 26th August - *monday to friday rent* can be flexible with occasional weekends 

two bed terraced house, owner occupied. Double room available to rent. House is close to numerous bus routes (9, 54a, 15a, 16, 49, s4 to ucd, 74) and is ...","Neagh Road,dublin 6w, Terenure, Dublin 6w"
€520 monthly,Available Now - Room to rent sunday night to friday morning. Double bed. Fully equipped kitchen to use. Free car parking available. The bathroom will be shared. 3 mins walk to c1& c2 and centra 5 minutes' walk from the house. 1-month de...,"Griffeen Glen, Lucan,co. Dublin, Lucan, Co. Dublin"
€800 monthly,Available 1st September - Double room with double bed available in private house in nice friendly area. I am looking to rent out my spare bedroom to a nice and tidy person. You will be sharing the house with myself. You will have separate bathroo...,"8 Knight's Hill, Balrothery, Balbriggan, Co. Dubli, Balrothery, Co. Dublin"
€230 weekly,"Available Now - Nice, clean, spacious bedroom in 2 bed none smoking, apartment. One large room available for one  with a sliding wardrobe. Tv, fast broadband and recently upgraded pressure water pump available. Bus stops outside the apa...","Apartment 53 , Moynihan Court, Main Road, Dublin 2, Tallaght, Dublin 24"
"€1,200 monthly",Available 27th August - Double bedroom available to rent from end of 27th august 24. Modern furnished room and shared bathroom. Bed linen not included. Wifi and electricity included in the price. Please message if interested.,"Marianella Rathgar Dublin 6, Rathgar, Dublin 6"
"€1,400 monthly","Available 30th August - This ensuite room is available for rent from end of august 2024 monthly rent, bills to be paid over a certain amount (can explain via email)
email only if interested.","7 The Avenue, Marianella, Dublin 6, Dartry, Dublin 6"
€700 monthly,"Available Now - The house: 
-	clean, bright and spacious double room with main bathroom available to tenant with electric shower. -	the house is owner occupied. The owner is a female professional in her 30s. -	the house has a fully equ...","112 Aulden Grange, Dublin 17, Kilmore, Dublin 5"
€850 monthly,"Available 10th September - Share accommodation available for one  female  or two females  - 
(en-suite - double bed) in a 3 bedroom 3 bathroom apartment with full amenities. Coolmine , dublin 15 
 coolmine 2/3 mints walk  train station)
easy ac...","Clonsilla Road Dublin 15, Coolmine, Dublin 15"
"€1,100 monthly",Available 2nd September - Very large luxurious 3 bedroom apt. Beautiful double bedroom in spacious apartment. Separate spacious utility room with built in storage and hanging space. Extra large living area with full kitchen and dining room. Conve...,"Main Street, Clongriffin, Dublin 13"
"€1,230 monthly","Available 1st September - Bedroom has a king size bed, side tables with modern lamps and a large three doors wardrobe. The bedroom is large enough to fit a desk if needed. It is not an ensuite but the common bathroom will be mostly used by the yo...","Murphystown, Leopardstown, Dublin 18"
"€1,205 monthly","Available 1st September - Room details:
double room with king size bed and private bathroom with shower in a fully furnished modern apartment. Common areas include: 
kitchen, living area with large balcony facing the courtyard, large dining table...","The Weir,mount Argus Mill,dublin 6w, Harold's Cross, Dublin 6w"
€850 monthly,"Available 15th September - Spacious double ensuite room available to rent from mid september sharing with 2 girls in their mid 20s. 850 a month + bills. It's a 4 min walk from the nearest bus stop with buses 1,11,13,16,33,41,41c, & 44, and it's a ...","All Hallows Green, Griffith Avenue, Dublin 9, Drumcondra, Dublin 9"
"€2,200 monthly","Available 16th September - Two-bedroom house available in dublin 8 - starting 15th september. Full house must be taken, €2200 per month for entire house. Bills not included. This fully furnished house features two large, bright double bedroom...","Portobello, South Circular Road, Dublin 8"
€850 monthly,Available 1st September - Generous double room with own bathroom available to rent in spacious apartment in dun laoghaire / glenageary. Located approx 10-15min walk to dun laoghaire centre and dart station. Buses into dublin city centre located 2...,"Cualanor,dun Laoghaire,co. Dublin, Glenageary, Co. Dublin"
"€1,000 monthly","Available 2nd September - Room for rent on ferguson road, drumcondra. Close to main drumcondra road, dcu, bus routes and the airport. Living with a couple in their early 30s. Free on street parking available. There are 2 bathroom one upstairs whe...","Ferguson Road, Dublin 9, Drumcondra, Dublin 9"
€900 monthly,"Available 25th August - 650 m from the entrance to trinity college. Top location, clean and maintained apartment. Close to all amenities. Cost of utilities: 100 euro per month. Another room is occupied by a trinity student who is studying denti...","Apartment Cows Lane, Temple Bar, Dublin 8"
€295 monthly,"Available Now - Temporary (13 august- 02 september, possibility of extension) 

double room  €295 pm each +deposit sharing available at a higher price (choice of one double bed or two single beds)
or 
flexible terms and choice of s...","Barry Road,dublin 11, Finglas, Dublin 11"
€900 monthly,"Available 1st September - House: two storey semi detached house with side gate, easy access to the back garden to park a bike/scooter. Car park also. Location: exactly 1km walking distance to cheeverstown luas stop (red line). At the red cow luas...","Kingswood Cross, Old Naas Road, Citywest, Co. Dublin"
€700 monthly,Available 1st September - Newly refurbished large double room available with new mattress/carpet and painted walls. Room has two wardrobes and a chest of drawers for storage. House is newly renovated to a high standard including kitchen/sitting r...,"Whitehall Road West, Dublin 12, Kimmage, Dublin 12"
€820 monthly,Available Now - Double room with own bathroom available. Rent is 820 euro per month plus deposit plus bills. Please email your details to arrange viewing.,"Millers Glen, Swords, Co. Dublin"
"€1,500 monthly","Available 1st September - ** self contained studio apartment*** fully furnished ***
this newly renovated apartment is located on a quiet road in kingswood heights dublin 24. With its own private entrance and on street parking. The property compri...","24 Sycamore Avenue, Dublin 24, Kilnamanagh, Dublin 24"
"€1,400 monthly",Available 30th August - 1 double bedroom flat. Toilet and shower. Plus kitchen and living room combined. All comforts. Very cozy and modern. 20 minutes walk to tcd-15 to dcu. 5 to tud. 2 to mater hospital. Suitable those doing term placement or...,"St Peters Church Dalymount, Phibsborough, Dublin 7"
€835 monthly,"Available 27th August - Large double room to rent in quiet house with 3 other females and miro the cat... , very desirable location close to all amenities ,. If interested please call natalie to arrange  a viewing. I will  not respond to emails...","8 Collins Park, Dublin 9, Beaumont, Dublin 9"
€850 monthly,"Available 1st September - Spacious double room for one available for rent. I will be viewing the room week commencing monday 19th august. The house is ideally located just off stannaway road, where you are within walking distance to countless loc...","Kimmage/crumlin, Crumlin, Dublin 12"
"€1,100 monthly",Available Now - Last remaining room-  very high standard fully refurbished a rated property with wraparound external insulation and pv roof panels. This dublin 12 property is presented new to the market after being fully refurbished. Co...,"114 Carrow Road, Dublin 12, Drimnagh, Dublin 12"
