prices,available,address
€700 monthly,"Available 1st September - Double bedroom available in lovely terrace house in carrigaline. Bills included, fibre internet. Room has built in wardrobes with loads of storage, sharing main bathroom with 1 other person. If you are interested please ...","Herons Wood, Carrigaline, Co. Cork"
€724 monthly,"Available Now - ***e-mail applications only. Please do not call the office. ***

please accept our apologies if you do not receive a response. We are experiencing unprecedented demand and it is not possible to respond to every query. Br...","Apartment 4 Cregane Hall, Farranlea Road, Cork City Centre, Co. Cork"
€650 monthly,"Available 1st September - Kinsale,  co. Cork - house share 
double bedroom available with ensuite and walk-in wardrobe - €650 monthly including all bills & high speed wifi. House share with 6 other males. Room includes:
double bed, walk-in w...","Mansfield Lands, Kinsale, Co. Cork"
€489 monthly,"Available 1st September - Double room to rent in rochelle gated apartment complex, available from 1 sept 2024

excellent location, close to city centre. All mod cons. Sharing with two female professionals in their 30's. Rent 489 p/m plus bills. P...","2 Rochelle Court, Old Blackrock Road, Cork, Blackrock, Co. Cork"
€900 monthly,Available Now - Carlton property are delighted to bring to the market this en-suite double bedroom in a shared house located on western road. The property is located just a 10 minute walk from cork city center and is across from the gat...,"Shandon House, Western Road, Western Road, Co. Cork"
€750 monthly,Available Now - Welcome! house share with owner. Close to bus stops carrigaline and to ringaskiddy douglas cork city. Multi nationals and maratime college near by. All bills included,"Bridgemount, Carrigaline, Cork, Carrigaline, Co. Cork"
€800 monthly,Available Now - Brand new 3 bedroom house. All bedrooms have en-suite. Kitchen/living area. Located within walking distance of city centre. No pets.,"City Centre, Cork City Centre, Co. Cork"
€800 monthly,"Available Now - Lovely bright and spaceous room. Recently renovated. Located very near bus stop and local amenities. *this is just rent price, bills not included","1 Ashgrove Close, Carrigaline, Cork, Carrigaline, Co. Cork"
€800 monthly,"Available 1st September - Large double room available for 6 months initially. €800 - all bills included e.g. - electricity, heating, internet, waste disposal. Owner occupied 1 male (36 - finance manager) & two small dogs. Cosy private ensuit...","Gallanes, Clonakilty, Co. Cork, Clonakilty, Co. Cork"
€500 monthly,"Available 1st September - Double ensuite room available for long term. 3 min walk to cuh & wilton shopping centre. This is a luxury detached house in an ideal location close to cuh, ucc and easy access to the south ring road. Large kitchen/dining...","Summerstown, Glasheen, Glasheen, Co. Cork"
€750 monthly,"Available 26th August - 3 double bedrooms available to be rented out individually 

location: located 6 minutes from carrigaline, 12 minutes from kinsale. Parking: parking for up to 5 cars is available. Bedrooms available: 1x en-suite double ...","Slieveroe, Riverstick, Cork, Riverstick, Co. Cork"
€790 monthly,"Available 14th September - Spacious double room with plenty of storage. Excellent location - only 10 minute walk to the city centre. Sharing with one female professional in her 30s. Looking for a friendly, clean and tidy roommate (non-smoker). Fre...","Pope's Hill, Blackpool, Co. Cork"
"€1,200 monthly","Available 6th October - Short-term let for 8 months from 7th october '24 to 31st may '25. Comfortable double bedroom available to rent, in a compact townhouse with garden over looking north cork. Sharing with one professional in their 40's who ...","Gardiners Hill, Dillons Cross, Co. Cork"
€700 monthly,"Available Now - Room 3. 8km from city, bus route 208, 35 minute walk to griffith college, city. Parking,  back yard and front. Would suit female in 30s or 40s 
 +1 800","Silversprings Court, Silversprings, Tivoli, Cor, Mayfield, Co. Cork"
€850 monthly,"Available 28th August - Room available from 28th of august 

ensuite double bedroom in 2 bedroom apartment shared with one female working professional

location: cobh 9 minutes walk to the cross river ferry which takes you to cork side in 5 min...","Rushbrooke, Cobh, Monkstown, Co. Cork"
€650 monthly,Available Now - Female only for double room. 2 bed house share in comfortable house in quiet area. Sunny garden with patio area to rear. On street parking outside. Short walk to city centre and st lukes cross. Bills shared.,"10 Cahill Ville, Alexandra Road, Saint Lukes, Cork, Ballyvolane, Co. Cork"
€600 monthly,"Available Now - A bright and well maintained house to let. Close to cuh, cumh, wilton shopping centre, bsh, ucc, and south link road. Close to all the main bus routes. Car parking and garage available with garden. Please introduce yours...","Summerstown, Glasheen, Co. Cork"
€650 monthly,"Available 23rd August - Large double bedroom in a quiet area available. 7 minutes drive from cork city. Shop and post office are within walking distance. Own transport is a must, plenty of parking. Looking for a quiet, easy going person. Refere...","Main Street,carrignavar,cork, Carrignavar, Co. Cork"
€250 weekly,"Available Now - Double rooms available to rent in a shared house in cloyne, east cork. Close to bus stop, local beaches, shops and restaurants.","Church Street,cloyne,midleton,co. Cork, Cloyne, Co. Cork"
€580 monthly,"Available 4th September - Double room available for rent in a semi-detached house on ashmount court starting from the 4th of september. The room is available  for 1person. Located at 2-minute walk to the 208 bus stop, 5 minutes by car to aldi, an...","Ashmount Court,silversprings,tivoli,cork, Silversprings, Co. Cork"
€210 weekly,"Available 1st October - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Vicar's, Coachford, Co. Cork"
€150 weekly,"Available 1st September - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Currane, Clonakilty, Co. Cork"
€925 monthly,"Available 1st September - **private room in spacious house just 10 minutes walk from cork city centre**

the property: 
this double bedroom is spacious and comfortable, with a wardrobe, desk, and chair. The bathroom will be shared with one other ...","Old Blackrock Road, Cork, Blackrock, Co. Cork"
€800 monthly,"Available 1st September - Short term  letting::-first let of :- attractive bedroom including bed, 2 bedside lockers and lamps, 2 windows, radiator,oil heating, bedroom chair and long stool, carpet on the floor, mat, carbon monoxide & smoke alarm....","Knockbrack, Burnfort, Co. Cork"
€650 monthly,"Available 1st September - Double room in a recently renovated, a rated 3 bed property in mallow town. Very central location -10min walk / 2min drive to mallow train station and mallow town center. Off-street parking
 shared bathroom. All bills in...","Mallow, Co. Cork, Mallow, Co. Cork"
€720 monthly,"Available Now - 1x spacious double bedroom to rent in a clean and tidy, newly renovated, two-story 4 bedroom house in a quiet estate. Located 20 mins walk to the city centre. Sharing bathroom with 1 other female person only. Easy-going,...","Springfort Crescent, Montenotte, Cork, Mayfield, Co. Cork"
€600 monthly,Available 1st September - Double room in 3 bedroom house 1 bathroom house. Sharing with  female home owner. Monday to friday option available. Email with your details to enquire.,"Cherry Gardens, Donnybrook, Co. Cork"
€640 monthly,"Available Now - The house is in a 5 min walking distance of carrigaline, bus routes to city and ringaskiddy. Bus to airport 225 goes through nearby water park housing estate on hourly basis.","Carrigaline,cork, Carrigaline, Co. Cork"
€150 monthly,Available Now - Double room available sharing with one other bills included.,"Toureen, Passage West, Co. Cork"
"€1,000 monthly","Available 27th September - Centrally located house close to carrigtwohill town, the train station to cork and midleton, local amenities and industrial parks. Newly refurbished property; newly redecorated, furnished with new appliances. Accommodati...","Cul Ard, Carrigtwohill, Co. Cork, Carrigtwohill, Co. Cork"
€800 monthly,Available Now - No smokers. Seeking 1 tenant only. Double bedroom with large wardrobe available to rent in 3 bed townhouse located 5 min walk from kinsale town centre. Sharing with owner who is a male professional in his late 30s and 1 ...,"Convent Garden, Kinsale, Co. Cork"
€550 monthly,"Available 1st September - Room available from 1st of september for six months, possibly longer. Located near beautiful red strand and castlefreke woods, 15 mins drive to clonakilty and rosscarbery. Approx. 1 hr drive from cork city. Not on a bus ...","Near Red Strand, Ardfield, Clonakilty, Clonakilty, Co. Cork"
€800 monthly,"Available 1st September - Monday to friday only
no weekends

double room available 
in a spacious house 

full use of the house 
looking for someone who is clean & tidy and respectful absolutely no smoking

would suit college goer who goes home w...","3 Old Avenue, Riverstown, Glanmire, Cork, Riverstown, Co. Cork"
€150 weekly,"Available Now - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Annakisha, Mallow, Co. Cork"
€225 weekly,"Available Now - - 3 bed semi detached house

- in immaculate condition 

- newly renovated home

- shared bathroom

- 10 min walk from wilton shopping centre cuh, dunnes, tesco, lidl, aldi,

- 2 min walk from 214 + 219 bus stop

- must ...","Westbury Estate Wilton, Wilton, Co. Cork"
€700 monthly,"Available 20th September - Room to rent monday - friday in spacious house, all mod cons. Nice patio area out back with seating etc. Car parking at property.","35 Chestnut Meadows, Glanmire, Co. Cork"
€650 monthly,"Available 1st October - A double bedroom is available in a charming 2-bedroom house located in a tranquil complex in youghal. This room is ideal for a quiet, non-smoking individual who values peace and privacy. The property is owner-occupied an...","Carleton Village, Youghal, Youghal, Co. Cork"
€750 monthly,"Available 28th August - Stylish double bedroom with en-suite located in broomfield, midleton. 5 min walk from the train station
5 min walk from green way
10 min walk to the town centre 
parking behind the gate (no dedicated space)
cul-de-sac 
n...","Holly Court, Broomfield Village, Midleton, Co. Cor, Midleton, Co. Cork"
€700 monthly,"Available 1st October - Beautiful spacious en-suite double room for rent near kennel hill within two miles of mallow town. House owner occupied-a family home. Preferably someone that needs a room for 4/5 days a week, ( important that the house ...","Navigation Road, Mallow, Co. Cork"
€500 monthly,"Available 1st September - Double room available in a  two - story, 3 bedroomed recently renovated cottage/farmhouse, sharing with one working professional in her 30s. House is located 2 minutes drive from exit 12 on m8, very short commute to mitc...","Mitchelstown,co. Cork, Mitchelstown, Co. Cork"
€150 weekly,"Available 1st October - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Pembroke Wood, Passage West, Co. Cork"
€450 monthly,"Available 30th August - Large room available for rent in 3 bed house adjacent to mallow town centre. 2 tenants already in the property, both mid to late 20's. Parking available. Price does not include bills.","3 Laurel View, Castlepark, Mallow, Mallow, Co. Cork"
€550 monthly,Available Now - A new built with all the mod cons. In a peaceful estate and within walking distance of bantry town centre (10-15mins). Your own parking space.,"16 An Cncan, Milleencoola, Bantry, Co. Cork, Bantry, Co. Cork"
€550 monthly,"Available 16th October - Single room available from end of november 2024 for 6 months. Double room *1 person, available from october. Quiet and peaceful neighbourhood. It suits an extremely quiet, non-smoking, clean and tidy person. It is not a ...","Riverway South Douglas Rd, Ballinlough, Co. Cork"
€200 weekly,"Available 30th August - Room to rent in beautiful, clean and friendly home. Within  seven minutes walking distance to local bus route. Suitable for college student.","Herons Wood, Carrigaline, Co. Cork"
€420 monthly,"Available Now - Double room 500 monthly
single room 420 monthly. Bills - gas/electricity/bins extra. Security deposit required. House is owner occupied. No smoking house & no pets
24 hour bus stop one minute walk. Free wifi and free to ...","Carrig Na Curra, Carrigaline, Co. Cork"
€250 weekly,"Available Now - Situated just off the n25, this is a lovely bright room with the comfiest bed located in a quiet estate away from all the traffic noise. 32"" smart tv and desk in the room also. House is shared with owner and dog, who is ...","Castleredmond Estate, Midleton, Midleton, Co. Cork"
€150 weekly,"Available Now - All bills included in price. New house with wifi and all mod cons,2 living rooms,2 power showers and 1 electric shower. Esb,water,heating oil,bins,coal and timber are all included in price. The house is 45 min from cork,...","P56 Kh76, Freemount, Co. Cork"
€550 monthly,Available Now - Spacious double room available in a house located 8minute drive from macroom town & 35minute from cork city. Please include relevant information about you in your application.,"Kilbarry, Macroom, Co. Cork, Milleen, Co. Cork"
€610 monthly,"Available 8th September - Located in the growing village of watergrasshill, the house is situated 10 minutes from the jack lynch tunnel. The 245 bus is a 2 minute walk from the front door but it is recommended that a tenant can drive for this loc...","The Hamptons,ard Cashel,watergrasshill,cork, Watergrasshill, Co. Cork"
€650 monthly,Available 1st September - Double room for rent in ballinglanna glanmire- new build home with all appliances in place. 5 mins walk to glanmire village- 5 mins to little island or tunnel. Sharing with two others in 3 bed house and sharing bathroom ...,"Church Green Ballinglanna, Glanmire, Co. Cork"
€500 monthly,"Available 1st September - Small double room for rent. Room is for 5 or 7 day rental- please specify which is preferred. Rent is €500 (€450 if 5 day rental)

new build house with all appliances. Shared bathroom with one other person. 5 m...","Church Green, Ballinglanna, Glanmire, Cork, Glanmire, Co. Cork"
€220 weekly,Available Now - 1 double bedroom is available in a spacious apartment. Great city center location.,"Cornmarket Street, City Center, Cork City Centre, Co. Cork"
"€1,200 monthly","Available Now - Double bedroom accommodation, available in a large detached house. Accommodation

upper level
reception hall 
lounge
kitchen/ dining room
tv room
garage with wc and whb

lower level
all bedrooms all with whb. One bedroom...","Carrigtwohill, Carrigtwohill, Co. Cork"
€180 weekly,"Available 1st September - Rooms  available, in great location 
next to ucc ,across from the tyndall institute, 5 minutes walk from city centre. From may - 1 year available 
quiet house 
 


high speed internet access","Mardyke Walk, Cork City Centre, Co. Cork"
€900 monthly,"Available Now - Large double room to rent in a 5 bed apartment

kitchen/sittingroom common areas

1 bathroom and 1 wc to share

electricity, gas and rubbish included in the rent.","4 Courthouse Street, Cork, Cork City Centre, Co. Cork"
€900 monthly,"Available 31st August - Bright a double room available to rent in 2 bed apartment and 1 bath(electricity,wifi and bins all are included in rent)
high-speed virgin media wifi
one month deposit and one month notice. Living room, kitchen and bath ...","40 Shears Street, Cork City Centre, Co. Cork"
€600 monthly,"Available Now - 01. August 
as long as you see the ad the room is available!
room for rent in farnanes, nice quiet countryside! i am looking for someone clean, tidy person. 10km from ballincollig - 20km from city center!you must have a ...","Currahaly Farnanes, Farnanes, Co. Cork"
€850 monthly,"Available 25th August - Just for one individual, bright double room located in a most convenient location adjacent to ucc and within a 10 minute walk to cork city centre. High speed fibre broadband, tv, a wide range of tv channels and bins incl...","Magazine Road, Cork, Cork City, Co. Cork"
€650 monthly,"Available 25th August - *double room available to rent 
*monthly rent does not include bills  
 (electricity and gas heating only. Wifi, tv and bin collection covered by landlord)
*please email all enquiries and include some 
 information about...","Station Road, Blarney, Co. Cork"
"€1,190 monthly","Available 22nd August - Great and spacious apartment with all facilities, next to dunnes and all shops, route buses in cork city. Sharing with one female who enjoys her own space and loves peace. Looking for a someone who is kind, respectful, q...","Dunnes Stores, Blackpool, Blackpool, Co. Cork"
€900 monthly,"Available Now - A large stylish double  bedroom and private bathroom is available immediatly. Accomodation is for 1 only

a quiet charming house and only a 2 minute walk to kinsale town centre. Off street parking is available. Sharing w...","Kinsale Town Centre, Kinsale, Co. Cork"
€525 monthly,Available Now - Strictly email only: excellent value accommodation for those needing accommodation in cork. One double room available located only a short distance from cit/ucc & cuh. This location just off the bishopstown rd offers res...,"Woodbrook Road, Bishopstown,cork, Bishopstown, Co. Cork"
"€1,200 monthly",Available 1st September - Double room available in gurranabraher. House is newly renovated and first letting so everything inside is new including beds and mattresses. Walking distance to city centre. Bus stop directly outside the house. Parking ...,"Na, Gurranabraher, Co. Cork"
€214 weekly,"Available Now - A spacious and modern ensuite double bedroom is available for rent in a newly built house. Located just 5 minutes from the tunnel and little island, and only 15 minutes from the city center, this home offers a quiet and ...","Glenbourne,ballinglanna,glanmire,cork, Glanmire, Co. Cork"
€750 monthly,"Available 1st September - Please read carefully and only respond if this property is suited to you. Double room, for someone looking for a place to stay from monday to friday only. This is not a party house. Recently fully refurbished. On two bus...","Grange Douglas, Cork, Grange, Co. Cork"
€750 monthly,"Available Now - Large double room to rent in shared house

750 euro per month plus 20 euro per week towards shared bills: gas, electricity, bins, internet. Shared with 3 other persons. Located in this popular quite development within ...","Copperfields, Broomfield Village, Midleton, P25 Xk50, Midleton, Co. Cork"
€420 monthly,"Available Now - Double room to rent in a new build house 10 minutes away from fermoy. Sharing with 4 other working adults in their 20s. Large kitchen and living room, 1 downstairs toilet, 1 full bathroom and separate shower room. Rent t...","Knockananig, Fermoy, Co. Cork, Ballyhooly, Co. Cork"
€750 monthly,"Available Now - Please email to arrange a viewing 

choices pm present a large house share to the lettings market
located in passage west, this property comprises of 6 double bedrooms

entrance hall
kitchen come diner
living room...","Strand Street, Passage West, Co. Cork"
€700 monthly,"Available Now - Large detached property in quiet neighbourhood. House located within meters of 214 bus stop with regular service to city centre at approx 20 minute intervals. Lidl, aldi and supervalu supermarkets within 5-10 minutes wal...","Chestnut Meadows, Glanmire, Co. Cork"
€200 weekly,Available 22nd September - Country side house in big mature garden within 10 minutes drive from youghal and 30minutes to midleton or dungarvan. Own car essential. Quiet spacious house. You will be sharing entrance hall with a couple but have all y...,"Ballydaniel, Youghal,co. Cork, Inch, Co. Cork"
€195 weekly,"Available Now - Newly redecorated double room for immediate rent in private guest wing with own separate entrance. Close to kinsale town, fully ensuite with access to shared kitchenette/dining area. €195 per week including bills, w...","Kinsale House, Kinsale, Co. Cork"
€230 weekly,"Available 1st September - Spacious apartment in quiet exclusive residential area of douglas. , not suitable for more than one to two occupants. Might suit person commuting for work in cork. Douglas village 5 minutes, bus routes to city and wester...","Maryborough Hill, Douglas, Co. Cork"
€180 weekly,Available Now - *** ******room to rent king bed monday to friday (or sunday nite) ((all  utility bills included in price))....... Viewings this week..... ((( super fast broadband))  viewings by appointment in person.......... ((perfect ...,"St.anne\'s, Wilton Avenue, Bishopstown, Co. Cork"
€195 weekly,Available 8th September - Large double room with private bathroom available for rent in new house. Fully furnished. Monday to friday let preferred. Situated in lehenaghmore/manor farm estate. Regular 203 bus route running through estate which tak...,"Coolkellure, Lehenaghmore, Co. Cork"
€350 monthly,Available 1st September - Double room available on a monday to friday basis only. Nice relaxed house  which is in the countryside so you would need a car. It is 35 minutes from cork city and ringaskiddy. 25 minutes to  kinsale and 10 from bandon....,"Mossgrove, Bandon, Co. Cork, Templemartin, Co. Cork"
€300 weekly,"Available Now - Rose property presents: 

****please only enquire by pressing the button marked 'email agent' inside this daft ad. We are asking you please not to phone our office as we are not in a position to speak by telephone with...","1 Braemar, Old Blackrock Road, Blackrock, Co. Cork"
€250 weekly,"Available Now - Available to rent a self contained apartment 1 bedroom(double bed) shower & toilet. Small kitchen come sitting-room ,please ring ita 086 1945612 if interested. Not answering texts or e-mails thanks","66 Holycross Charleville Co Cork, Rath Luirc, Co. Cork"
"€1,300 monthly","Available Now - ****online application only******

**** four ensuite rooms available in one house €1300 per room including utilities. ****

sherry fitzgerald lettings present this four bedroom detached house to the rental marke...","Bishopstown Avenue West, Bishopstown, Co. Cork"
€140 weekly,Available Now - Full board. Monday to friday only. Quiet clean modern house,"66 Holy Cross, Charleville, Co. Cork"
€850 monthly,Available Now - Lisney sotheby's are delighted to brings this 5 bedroom house to the market. The bedrooms have their own ensuite and two bedrooms will share the main bathroom. All bills are included.,"88 Rossbrook, Model Farm Road, Co. Cork"
€270 weekly,"Available Now - A beautiful fully furnished modern house presented one double bedroom with ensuit,all utilities bills are included in the rent. Close by a bus stop serve by 216,and 223. Beautiful surrounding, and serenity environment a ...","1 Rae Na Haiochta, Glen Road, Monkstown, Cork, Monkstown, Co. Cork"
€550 monthly,"Available Now - Availability in beautiful modern house in the country with beautiful views. 1 double bedroom
1 large kitchen/dining/ living area
1 separate sitting room
office space 
large garden with patio area
garage for storage
10 mi...","Glenagoul, Kildinan, Cork, Watergrasshill, Co. Cork"
€600 monthly,"Available 1st September - Multiple rooms available, 4-bedroom house located in glandore, available from september 1st. Room details:

type: spacious ensuite room 
furnishing: fully furnished with a comfortable bed, clothes rack, desk

house featu...","Aghatubrid, Glandore, Skibbereen, Co. Cork, Glandore, Co. Cork"
€550 monthly,Available Now - Double room in bright spacious house. Big back garden. Garden shed. Beautiful peaceful area. 10 mins from clonakilty. Sharing with creative professional.,"Cloncorban,rossmore,clonakilty,co. Cork, Bealad Cross Roads, Co. Cork"
€725 monthly,"Available 5th September - Double room with shared bathroom available in a 3 bed house in glanmire, cork. You will be sharing the house with two working professionals. Looking for a quiet and tidy female. Initially for six months with a possibilit...","Ballinglanna, Glanmire, Co. Cork"
€600 monthly,"Available Now - 4 x rooms available to rent

newly renovated bungalow just 2 min drive from friendly village with service station, pubs, post office, hairdressers, café etc 

all bills included (incl. Wifi)
-	4 bed, 3 bath (including 1 ...","Ballyvisteen, Kildorrery, Mallow, Co. Cork, Kildorrery, Co. Cork"
€575 monthly,"Available Now - Double room available in a two - story, 2 bedroomed apartment sharing with one working professional in her 30s. Plenty of on street parking available, property located right in the town centre. The apartment takes up the...","Lower Cork Street, Mitchelstown, Co. Cork"
€240 weekly,"Available 15th September - One double bedroom available, weekly rent 240 euros (bins, tv and internet bills included in the rent price. Gas and electricity bills not included and shared between the users living in the house-low costs as house is w...","Clover Hill, Carrigaline, Co. Cork"
€700 monthly,Available Now - A large double bed en-suite room available in ringaskiddy. The property is located within walking distance of all the multinational companies locally. It is also located near the marin college. The price of 700 includes ...,"Main Street, Ringaskiddy, Co. Cork"
€740 monthly,Available Now - Friendly house. Sharing with 2 female professionals- late 30s. Rent includes refuse charges- 2 story duplex-house in a gated complex- large spacious and airy. All bills shared. Email only,"Jacobs Island, Mahon, Co. Cork"
€825 monthly,"Available Now - Master bedroom (en-suite) is coming available in a beautiful new detached home in drakes point, crosshaven from 1st may. The property boasts exceptionally stunning views of cork harbour and is a short walk from crosshave...","Drakes Point, Crosshaven, Co. Cork"
"€1,600 monthly","Available Now - Double bedroom  with an en-suite bathroom which has a power shower, beautiful wooden furniture and a wall-mounted tv available in a very modern house. Includes all utility bills and service charges - gas, electricity, tv...","Salvador Place, Western Road, Co. Cork"
€480 monthly,"Available Now - Two double bedrooms to rent, 9kms from fermoy town and 3 kms from conna village. Quiet location. There is no public transport so you will need your own transport.","Modelligo Kilcoran, Fermoy, Co. Cork"
€900 monthly,"Available Now - Hello! 

we are a vegetarian, non-smoking, homely house in close proximity to ucc and a 20 minute walk from the city centre. We have a big double bedroom for a lovely person to come live with us. There are two showers, o...","Highfield West, College Road, Cork, Western Road, Co. Cork"
"€1,700 monthly","Available Now - Includes utility bills and service charges including gas, electricity, tv multi-channel, super wifi broadband  and a regular cleaning service. Luxurious large bedroom which has an ensuite bathroom with a jacuzzi bath and...","30 Laburnum Drive, Wilton, Co. Cork"
€680 monthly,"Available Now - Double room to rent - must have own transport 

passage west / glenbrook area 

beautifully furnished and well maintained house, large kitchen / dining area, utility, beautiful view looking out over the water  

sky, tv/...","Passage West, Glenbrook, Co. Cork"
