prices,available,address
€400 monthly,Available Now - Single room to rent in 4 bed house. Sharing with 3 other girls. All female house. House has all mod cons including high speed fibre broadband. House located 10 mins walk to town centre. Bills extra. Rent paid 1 month in ...,"Glencullen, Fermoy, Co. Cork"
€150 weekly,"Available Now - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Lake Road, Cobh, Co. Cork"
€460 monthly,"Available 4th September - 1 single room for 1person to let in a 4 bedroom house. Located in a quiet area, close to the city. 2 mins walk to the bus stop. Sharing with 3 working professionals in their early 30s. Someone clean and respectful to sta...","104 Ashmount Court, Tivoli, Cork, Silversprings, Co. Cork"
€125 weekly,"Available 1st September - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Riverview Estate, Blarney, Co. Cork"
€550 monthly,"Available 16th October - Single room available from end of november 2024 for 6 months. Double room *1 person, available from october. Quiet and peaceful neighbourhood. It suits an extremely quiet, non-smoking, clean and tidy person. It is not a ...","Riverway South Douglas Rd, Ballinlough, Co. Cork"
€170 weekly,"Available 23rd September - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","South Douglas Road, Ballinlough, Co. Cork"
€320 monthly,Available 1st September - Single room available for rent. Sharing with three working professionals. Bills are not included. References are required. Room available from 1st of september 2024.,"Templebryan South, Clonakilty, Clonakilty, Co. Cork"
€170 weekly,"Available Now - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Ballyhooleen, Ballinhassig, Co. Cork"
€420 monthly,"Available Now - Double room 500 monthly
single room 420 monthly. Bills - gas/electricity/bins extra. Security deposit required. House is owner occupied. No smoking house & no pets
24 hour bus stop one minute walk. Free wifi and free to ...","Carrig Na Curra, Carrigaline, Co. Cork"
€800 monthly,"Available Now - Family (2 adults and teenager)  house in a peaceful environment, 10 minutes' walk from douglas town center and 10 minutes by car or bus (215, 215a running every 20 minutes) to cork city center, with the 219 bus running o...","Skehard Road, Blackrock, Cork, Douglas, Co. Cork"
€700 monthly,"Available Now - Large detached property in quiet neighbourhood. House located within meters of 214 bus stop with regular service to city centre at approx 20 minute intervals. Lidl, aldi and supervalu supermarkets within 5-10 minutes wal...","Chestnut Meadows, Glanmire, Co. Cork"
€500 monthly,"Available Now - Located approx 30 from clonakilty, bandon, macroom , skibereen and bantry. Cork approx one hour away. Set in a lovely country setting with fab scenery and walks. Avaiable for 3 or 6 or 9 months rent. Heating and esb incl...","Coolkelure, Dunmanway, Co. Cork, Bantry, Co. Cork"
€900 monthly,"Available 1st October - Cork (not dublin)

a sunny room is available for rent in a newly constructed two-bedroom beautiful home located in new meadowlands estate (https://goo. Gl/maps/abgnvam7wfqbgvpza )

the room is available from october 01, ...","Carrigbeg, Meadowlands, Macroom, Co. Cork, Macroom, Co. Cork"
€230 weekly,"Available 1st September - Spacious apartment in quiet exclusive residential area of douglas. , not suitable for more than one to two occupants. Might suit person commuting for work in cork. Douglas village 5 minutes, bus routes to city and wester...","Maryborough Hill, Douglas, Co. Cork"
€850 monthly,Available 24th August - For a single female tenant. This very nice bedroom in a beautiful georgian home on summerhill north st lukes which will suit a quiet living female ideally wishing to stay monday to friday here. The bedroom is at the top ...,"Summerhill, St. Lukes, Co. Cork"
€600 monthly,"Available Now - **prices are per room**
**room has two single bed, one individual or two is accept""
single bedroom vacanciy in a shared house in mallow, 10 minutes walk from town centre, shopping centre, 15 minutes to train station, 30 ...","1 Bathview, Fair Street, Mallow, Co. Cork, Mallow, Co. Cork"
€650 monthly,"Available Now - Modern new build house located 5 minutes from the tunnel and little island, 15 mins from the city

also a single bedroom with wardrobe. 214 bus stop nearby which services the city centre, ucc and cuh. Parking available...","Church Green, Ballinglanna, Glanmire, Glanmire, Co. Cork"
€850 monthly,"Available Now - A spacious and clean room with ample sunlight throughout the day and own private bathroom (not connected directly to room). The room is furnished with a bed, closet and table. The house is in close proximity to various l...","Magazine Road, Cork, Glasheen, Co. Cork"
€600 monthly,Available Now - Room available in clonakilty. Note: clonakilty is 1 hour drive (50km) from cork city. The house is in quiet and safe location yet only a few minutes walk to the town centre. House is owner occupied plus one other female ...,"47 Assumption Place, Clonakilty, Co. Cork"
€450 monthly,"Available Now - Room for rent in a 4 bedroom house. We are looking for a person who is used to shared housing, sociable, clean, tidy, respectful, and easygoing. There is 1 other person living in the house. The house has 3 bathrooms and ...","Killavullen, Killavullen, Co. Cork"
€180 weekly,"Available Now - 5 minute walk from the city and tyndall, 25 minute walk from apple hollyhill. Single room for 1 occupant. Room has a desk, wardrobe, kettle, and fridge. House has a large kitchen. 180 a week, all bills included (wifi, re...","Blarney Street, Gurranabraher, Co. Cork"
€525 monthly,Available Now - All bills included... Part time rent only - monday to friday accommodation only! no weekends included.. Text or whatsapp messages only.. Do not phone / email / or contact via the app... Short and long term leases accepte...,"Grange Manor, Ballincollig, Co. Cork"
€850 monthly,"Available Now - *excellent location*
bright and spacious single bedroom with private  ensuite shower room available to rent immediately. The bedroom has a tv with free to air satellite channels and a desk. Located at the back of the bu...","Salvador Place, Western Road, Western Road, Co. Cork"
€900 monthly,"Available 1st September - Double room with ensuite available to rent to a female in a family home in a quiet cul de sac. Desk (not included in pictures) will also be provided. Located in ballincollig, 1 min to bus stop with bus routes to ucc and ...","Aylsbury, Ballincollig,cork, Ballincollig, Co. Cork"
€400 monthly,"Available 1st September - One double bedroom  to let in a shared house. There are currently two tenants living here. The bedroom is very spacious. It has a wardrobe, desk and a sink. Rent includes bins, electricity is divided between the tenants....","Larchfield Rise, Youghal, Co. Cork"
€500 monthly,"Available Now - Spacious double room available in modern house, with adjoining private sitting room. Mallow town is 3km away and is a 5 minute drive. Scenic, peaceful countryside location.","Ballyviniter Middle, Mallow, Co. Cork"
€800 monthly,"Available 1st September - Large double room with en-suite in duplex house available to rent to one person


large wardrobe and drawer space
less than 10 minute walk from main street midleton 
5 minutes to train station 
short drive to a var...","Broomfield Village, Midleton, Co. Cork, Midleton, Co. Cork"
€520 monthly,"Available 2nd September - House is a 15mins walk from maccurtain street, city centre. Single room in a quiet house. It would suit a student. Please text with a brief description.","4 Saint Johns Terrace, Old Youghal Road, St.lukes, Cork City, Co. Cork"
€750 monthly,"Available 1st September - Cosy, bright and comfortable private bedroom with shared bathroom in quiet family four bedrooms and three bathrooms house. The guest is granted access to common areas: kitchen, living room, garden, etc. The house is full...","Clover Hill - Kilnagleary, Carrigaline, Co. Cork"
€700 monthly,"Available 5th October - Owner occupied, 10 minute walk from the cuh and wilton shopping centre. Luxury bedrooms with own ensuite.","9 Richmond Elmvale Wilton Cork, Wilton, Co. Cork"
€600 monthly,"Available 15th September - Located ten minutes outside the city centre, halfway between the marina market and oliver plunkett street. Quiet community neighbourhood close to kennedy park on blackrock road.","23 Geraldine Place, Albert Road, Cork, Blackrock, Co. Cork"
€175 weekly,"Available 1st October - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Station Road, Carrigaline, Co. Cork"
€160 weekly,"Available 2nd December - Hosting power agency, providing affordable accommodation in ireland since 2014. We are proud to advertise this fully furnished and comfortable private room. The house is equipped with all modern conveniences and you shar...","Newtown Road, Cobh, Co. Cork"
€590 monthly,"Available 4th September - For rent monday to friday only spacious double room in modern house. On 206 and 219 bus route. Friendly 
owner occupied... Rent 590 per month th.. Including all bills.","14 Glencurrig, South Douglas Road, Cork, Cork City Centre, Co. Cork"
€120 weekly,Available 1st September - Private detached house in the countryside plenty of parking space large rooms. This house isin country side and has no public transport near it and all tenants are working so own transport needed. No pets. Please leave a...,"Woodview Ballyvongane Coachford, Coachford, Co. Cork"
€500 monthly,Available Now - Double room available immediately. Very close to town. All mod cons. Strictly non smoking. Contact by text or voicemail only.,"Castlepark, Mallow, Co. Cork"
€850 monthly,Available 1st September - Great location near city centre with spectacular views of cork city. Own private  room in very quiet surroundings. Near griffith college and cork english college and colleges on wellington road and patricks hill minutes ...,"Bellevue Park, St. Lukes, Co. Cork"
€750 monthly,"Available 9th September - Hi there!

i am renting out one double room in my house, which is located in a lovely cul-de-sac 15-minute walk from blackpool shopping centre and 30-minute walk from english market. The rent includes all the bills (bins...","T23 Wp82, Blackpool, Co. Cork"
€850 monthly,"Available 2nd September - Reldare, model farm road, a fabulous development by o'callaghan properties. It is a detached 4 bed home. It is a quite park with familes around. Conveniently located on the model farm road, reldare sits overlooking the g...","Reldare Estate,model Farm Road,carrigrohane,cork, Raheen, Co. Cork"
€125 weekly,Available 1st September - Double room to rent midweek (sun - thur or mon - fri) for an initial period of 6 months. House is owner occupied by a male / female couple who are familiar with house sharing and both working full time. There is a small ...,"Marwood Glanmire, Riverstown, Co. Cork"
€192 weekly,Available 13th September - In timoleague village with views of the bay ( atlantic). Detached house which operates a bnb business.,"Panorama House,chapel Hill,timoleague,co. Cork, Timoleague, Co. Cork"
€707 monthly,"Available 1st September - Looking for a housemate!

we're on the lookout for a responsible housemate to join our cosy home - (being responsible is key). Our place is a 3-bedroom apartment located close to kino in washington street. The available ...","Little Hanover Street,cork, Cork City Centre, Co. Cork"
"€1,200 monthly","Available Now - Dear, 1 twin room and 1 double room available in a 2 bed house. Newly furnihsed and very close to city center.","27 Dunbar Street, Cork, Cork City Centre, Co. Cork"
