prices,available,address
€190 weekly,"Available Now - Available for 1 year
well maintained. Great location. Close to super valu. 5 minutes walk to bus. Quiet house. Pristine condition. Email with a brief description phone number and tell us about yourself. 1 x double room e...","Boroimhe Laurels,swords,co. Dublin, Swords, Co. Dublin"
€200 weekly,"Available Now - Dublin host families are proud to offer a bedroom in this stunning semi detached property located only 9 kilometres from dublin city centre. Ideally situated close to ucd, diat, national rehabilitation hospital, and only...","Stradbrook Close, Blackrock, Co. Dublin"
€750 monthly,"Available Now - Double room available from 1st august and a single room available from 7th august. The house has three bathrooms(one is an ensuite which is not this room), a kitchen and a separate living room. The house is within 5 mins...","Saint Clement's Road, Dublin 9, Drumcondra, Dublin 9"
€650 monthly,Available Now - Single room available. This is a spacious house and conveniently located - just a 2 minute walk to the luas and access to the m50 is on the doorstep. Leopardstown valley shopping centre is just a 3 minute walk away and i...,"Glenbourne Road, Dublin 18, Dublin 18"
€650 monthly,"Available Now - - located in newly built parklands estate. - right next to luas stop, perfect for citywest business park or commuting along the red luas line. - walking distance from citywest shopping center and citywest hotel

there is...","Parklands Place, Saggart, Co. Dublin"
€700 monthly,"Available Now - Including all bills , for more information please text me on whatsapp","Dublin 15, Tyrrelstown, Dublin 15"
€660 monthly,"Available 1st September - Single room (close to dcu collins avenue) available immediately

the accommodation is for a solo occupant. (no shared/twin room)
the minimum stay is one year. Location: ten-minute walk to dcu glasnevin campus in shangan ...","Shangan Gardens, Dublin 9"
€700 monthly,Available 1st September - Single room for rent in a shared two-bedroom bungalow. The house is in walking distance to all transport links (luas and dublin bus) and the square centre. It is owner occupied. Parking available. All utility bills are i...,"Springfield, Tallaght, Dublin 24"
€650 monthly,"Available Now - Great location, 3 bed house in a quiet estate located close to stillorgan village. Shopping centre, lidl, cinema, aircoach  etc. Two minute walk to 46a bus corridor, 20 minute walk to blackrock, sandyford industrial esta...","Patrician Villas, Stillorgan, Co. Dublin"
€170 weekly,Available Now - Dublin host families are proud to offer 2 bedrooms in this stunning semi detached property located only 9 kilometres from dublin city centre. Ideally situated close to monkstown & dun laoghaire villages with several bus ...,"Oliver Plunkett Road, Monkstown, Co. Dublin"
€650 monthly,"Available Now - Price included with all bills
close to liffey velly and cherry orchard hospital. Sharing with me and my wife and 2 kids. Very nice and clean house. We are looking  for someone who is clean tidy and friendly  minded

room...","Palmers Copse, Palmerstown, Dublin 20"
€160 weekly,"Available Now - Dublin host families are proud to offer a single and double bedroom in this lovely semi detached property located only 10 kilometres from dublin city centre. Ideally located close to liffey valley shopping centre, and on...","Liffey Grove, Liffey Valley Park, Lucan, Co. Dublin"
€140 weekly,"Available Now - ***available sunday evening to friday afternoons only***

dublin host families are proud to offer a large bedroom in this stunning detached property located only 16 kilometres from dublin city centre. All household bills...","Batter Lane, Balheary Road, Bealinstown, Swords, Co. Dublin"
€125 weekly,"Available Now - ***available sunday evening to friday afternoons only***

dublin host families are proud to offer a large single bedrooms in this stunning semi detached property located only 11 kilometres from dublin city centre. Ideall...","Beech Park, Lucan, Co. Dublin"
€650 monthly,"Available 20th September - 1 single room. Bus stops are 1/2 mins walk from the apartment. 8/9 mins walk to the adamstown train station. Price includes the internet and waste disposal, excluding utilities. Please query via whatsapp or texts only.","Castlegate Elms, Lucan, Co. Dublin"
€700 monthly,"Available 1st September - Lovely home in churctown village in dublin 14. We are a busy family of 4 and are renting our room out to students , erasmus students. We have rented our room out for many years now to students who have always been very t...","Weston Park, Churchtown, Dublin 14"
€680 monthly,"Available 1st September - Upon application please send a brief description of yourself otherwise we will not be able to respond. Duplex apartment with single room available to move in from immediately september 2024

current tenants are two male ...","31 Waterside View, Malahide, Co. Dublin"
€200 weekly,"Available 1st September - Accommodation from sunday evening to friday morning. 2 bedrooms available to rent in 4 bedroom house in stillorgan. Sharing with landlady. 200 euro per week from sunday evening - friday morning, with bed, breakfast and e...","Farmleigh Avenue, Stillorgan, Co. Dublin"
€850 monthly,"Available Now - Available from now
large single  room 
available from now for non-smoke easy going lady in a clean modern house. The property is located in carysfort park. Car parking space available. Very close to ucd smurfit business ...","Avondale Court, Blackrock, Co. Dublin"
€125 weekly,"Available Now - Please send me a text message to arrange a visit (whatsapp) +353 87 478 5645
1 double/twin bedroom €125 per person  per week or you can stay single in the room for €175 per week

1 double/twin  bedroom for two ...","Barn Close, Shanganagh Road, Shankill, Dublin 18"
€800 monthly,Available Now - 1 bedroom self contained mews house fully renovated. (not sharing your its your own detached mews ). 1600 per month deposit 1600. Wifi and bins included in rent. Suit max 3 people. 15 mins city center. Own garden. Wifi a...,"30 Glasilawn Road, Dublin 11, Drumcondra, Dublin 3"
€800 monthly,"Available 1st September - 1 single room to rent with bills included internet, bins, electricity, heating,  would suit a student. Accommodation is clean and is located in a quiet area. Close to all amenities shops, busses and rail station in drumc...","Clonliffe Gardens, Off Clonliffe Road, Dublin 3, Ballybough, Dublin 3"
€140 weekly,"Available Now - Available sunday evening to friday afternoons only

dublin host families are proud to offer a large single bedroom in this stunning semi detached property located only 8 kilometres from dublin city centre. Ideally locate...","Bancroft Road, Tallaght, Dublin 24"
€900 monthly,"Available Now - One single room available in a three bedroom house. Available for viewings this friday, saturday, sunday. On ballyfermot road, multiple bus routes available into city centre within 1 minute walk. Approximately 30 minutes...","Le Fanu Road, Ballyfermot, Dublin 10"
€700 monthly,"Available Now - Email enquiries only 
references requiried 


only double room available for 850 per month plus €130 towards utility bills per month


forbes property are delighted to bring to the rental market this beautifu...","Mayeston Court, Dublin 11"
€650 monthly,Available Now - One large double bedroom and one single room available in a3 rated house. Sharing with an easygoing working professional. - 2 minutes walking distance to luas. - 5 minutes walking distance to bus stop. - 6-7 minutes walk...,"The Close, Citywest Village, Dublin 24, Citywest, Co. Dublin"
€180 weekly,"Available Now - Please note: sunday to friday maximum - €180 per five day week. Female tenant only. The well appointed accommodation consists of a large bright bedroom with own couch and tv. Bills, bed linen and towels included in ...","Lennox Place, Portobello, Dublin 8"
€150 weekly,Available Now - Monday to to friday mornings (12pm). Rooms are not available at weekends. Single room available occupancy available on a 4 night basis. €150 per week. House shared with owner. Includes wifi and utility bills. Access...,"Oakcourt Palmerstown, Dublin 20 Mon-Fri, Dublin 20"
€800 monthly,"Available Now - Single bedroom available immediately in a cosy house in chapelizod. Close to the bus stop,centra, various pubs and cafes. 15 mins away from city centre by bus. 20 mins away from lucan by bus. Located close to phoenix par...","The Moorings, Dublin 20, Dublin 20"
€135 weekly,"Available 8th September - *****available sunday evening to friday afternoons only****

dublin host families are proud to offer a large single bedroom in this brand new showhouse condition home located only 7 kilometres from dublin city centre. ...","Heathfield Park, Cappagh Road, Finglas, Dublin 11"
€650 monthly,Available Now - In quiet cul de sac 3 bed with large gardens close to public transport beside coast,"Portrane, Co. Dublin, Portrane, Co. Dublin"
€700 monthly,"Available 1st September - 1 room available in a shared house. 1 single room: 700ÃÂ€ per month. Electric and gas to be shared equally by occupants. Energy efficient apartment (b3 ber rating. )

location: woodbrook square, porterstown, dublin...","Woodbrook Square, Dublin 15, Carpenterstown, Dublin 15"
€750 monthly,"Available Now - Lovely three bedroom house , located in ridgewood close , the development is located on the forest road between swords village and forest little golf club and is in close proximity to the m1/m50 motorways and dublin airp...","Ridgewood Close, Swords, Co. Dublin"
€850 monthly,"Available 1st November - Owner-occupier is seeking neat, clean person for house share. Single room available to rent. L from november. Person working out-of-home preferred. Bright spacious home located in a quiet residential area just behind the...","10 Church Place East Wall, East Wall, Dublin 3"
€130 weekly,"Available Now - ***available sunday evening to friday afternoons only***

dublin host families are proud to offer a single bedroom in this fabulous semi detached property located only 14 kilometres from dublin city centre. Ideally locat...","Hillcrest Park, Lucan, Co. Dublin"
€700 monthly,"Available Now - Available immediately 

single room - 700

property features - 
- plenty of living space with living room and dining area separate to the kitchen
- spacious rear garden
- 5 min walk to major dublin bus route (including a...","Moatfield Avenue, Dublin 5, Dublin 5"
€800 monthly,"Available Now - House is situated in a quiet, estate with off street parking, the bus stop is across the road, and is within 10mins walk to balally luas, dundrum shopping centre, marley park, also 1mile off m50. Location amenities inclu...","Hilton Gardens, Ballinteer, Dublin 16"
€700 monthly,"Available Now - Hi  
i have a single bedroom to let in dublin 10. It is a very clean and cosy place to live 
ideally suited to people busy  9am to 5pm,
five days per week who need to chill after a hard days work. All amenities plus bus ...","285 Ballyfermot Road, Ballyfermot, Dublin 10"
€850 monthly,"Available Now - Located very close to itb college and shopping centre. Very clean double size room with single bed. Own bathroom. €850 per month bills included. Central heating
electricity
wifi included. Only owner occupied.","23 Warrenstown Drive, Blanchardstown, Dublin 15"
€900 monthly,"Available Now - Long term accommodation available immediately in a spacious ensuite (with a separate bathroom) in citywest, dublin 

it's a newly built house, situated in a peaceful & calm neighborhood. Everything is nearby & within 5 m...","Cuil Duin Estate,citywest,co. Dublin, Citywest, Co. Dublin"
€900 monthly,"Available 31st August - Viewings will commence from the 20/8th

house is owner-occupied, with currently one other existing tenant in a 3-bedroom house 
so one room to let see dimensions below. Not suitable to work from home 
 
the room is appro...","Cork Street, Dublin 8"
€750 monthly,"Available Now - Female only

super fast wifi

available 

ÃÂ¢ÃÂÃÂ¬750 + bills ÃÂ¢ÃÂÃÂ¬50 every month, which including gas, electric, bins, wi-fi. Excellent location for a new arrival in the city, easy access for working in south...","Percy French Road, Walkinstown, Dublin 12"
€500 monthly,"Available Now - To let two rooms in modern house in whitehall. Ample parking,  bus stop 20meters from back. Email only","Seven Oaks, Whitehall, Dublin 9"
€200 weekly,"Available Now - Dublin host families are proud to offer a single bedroom in this fabulous located only 3 kilometres from dublin city centre. Ideally situated close to james hospital, and only a short stroll to luas red line james hospit...","South Circular Road, Rialto, Dublin 8"
€700 monthly,"Available Now - ********************email inquiries only********************

reliance property consultants offer this well presentable house share in this convenient location of drumcondra, dublin 9. The property is close to all the ...","Millmount Terrace, Drumcondra, Dublin 9"
€200 weekly,"Available Now - 1 single room available to rent in a very comfortable, quiet, large house. Bills for bins, gas, electricity, wifi, are included in the rental price. You have the freedom to use the kitchen anytime of the day. 2 people ar...","Windermere, Clonsilla, Dublin 15"
"€1,000 monthly",Available Now - 2 men living currently in this apartment lots of living space. Nice full equipped kitchen. 5 min. Walk to city center. Please message with a little bit about yourself.,"19 Lower Dorset St, Dublin 1"
€500 monthly,"Available Now - Single room:  500 + bills split equally. Double bedroom:  700+ bills split equally
deposit required
5 min walk to pavilion shopping canter/ swords + excellent access to airport/ dublin city centre via various bus stops. ...","Ashley Avenue, Swords, Co. Dublin"
€750 monthly,"Available Now - For each room,  brand new furniture such as bed, study table and wardrobe will be provided upon confirmation. You are going to share a bathroom with only one another tenant. The furniture will be provided upon confirmati...","parkleigh road seven mills, Dublin 22"
€600 monthly,Available Now - Single room available for rent for 600 euro a month. The room has 2 separate wardrobes. The bed base has 2 drawers for extra space. Rent includes virgin broadband and bin (waste). Electric and gas bills will be shared eq...,"Foxborough Drive, Lucan, Co. Dublin"
€620 monthly,"Available 27th August - Single room with double bed plus bills ( internet €40 monthly,  gas €15 every 2 months, electricity € 70 every 2 months and and weekly cleaning), sharing bathroom ( with one person), quiet neighbourhood, l...","Collegefort, Castleknock, Dublin 15, Dublin 15"
€695 monthly,"Available Now - Comfortable & clean room available to rent in quiet house. 1 single room - 

sharing with professional working females 

facing onto beautiful corkagh park on a quiet cul de sac road 

plenty of car parking available 

c...","Cherrywood Crescent, Dublin 22, Grange Castle, Co. Dublin"
€110 weekly,"Available Now - Single room available monday to friday only
this accommodation will suit someone that is working in dublin during the week, and only needing accommodation monday to friday. It might also suit a student. Location is very ...","Hamlet Square, Balbriggan, Co. Dublin"
€700 monthly,"Available Now - Hi guys, 

room for renting in a 3 bedrooms duplex apartment in hampton wood drive finglas dublin 11. Permanent room with single bed (bed can be expanded as double bed). The duplex apt has 3 bedrooms and 2 bathrooms, big...","Hampton Wood Drive, Hampton Wood, Dublin 11, Poppintree, Dublin 11"
€500 monthly,"Available Now - A ' independent bedroom' in a twin sharing and single bathroom flat is available from 6th august  for 15 days. Both male and female are allowed. Thanks



for booking call novel +353899512465.","Apartment 95, Bachelors Walk Apartments, Bachelors, Dublin City Centre, Co. Dublin"
€550 monthly,"Available 9th September - Single room to rent in clondalkin village, d22, in a cul - de- sac in quiet mature estate. Beautiful south facing back garden. Owner occupied, with 2 rescue dogs. 5 minute walk to all bus services, and shops. 10 minute w...","Clondalkin Village, Clondalkin, Dublin 22"
€160 weekly,"Available Now - Students/foreign language students. Accommodation in modern comfortable family home. Single room with single bed, wardrobe, bedside locker, desk and chair, mini-fridge, microwave and kettle. Shared shower room. Access to...","Knocklyon Green, Knocklyon, Dublin 16"
"€1,600 monthly","Available Now - Fully furnished one-bedroom apartment, washing machine, refrigerator, microwave oven, stove, heater, automatic water heater, living room and dining room, two double beds, ground floor, independent entrance directly to th...","Apartment 4, 36/37 Earl Street, Dublin 8, Christchurch, Dublin 8"
€900 monthly,"Available 1st September - *permanent accommodation available in tallaght dublin. Double bedroom for couple €1200 or a person €900
available in spacious apartment 
utilities included
near to luas tallaght hospital stop 
2 minutes walk to...","Tallaght Cross West Dublin 24, Tallaght, Dublin 24"
€550 monthly,Available Now - Single room available to move into immediately. Newly built house with a2 energy rating. Gigabit fibre broadband. Walking distance to train station and bus stops. Seeking clean and tidy person. There is a small dog livin...,"Castleland Park Way, Balbriggan, Co. Dublin"
€700 monthly,"Available Now - Modern house- home to home living - we are looking for a new housemate to join our friendly house. We are looking for someone who will integrate well into the house, very respectful of everyone's space and to be happy si...","Birchfield Heights, Goatstown, Dublin 14"
"€1,300 monthly",Available Now - Double room for one in blackpitts dublin 8. Quiet residential area with all amenities nearby. Walking distance to city centre and access to all major train and bus routes. Lovely furnished cosy home with all working appl...,"Warrenmount Place,dublin 8, South Circular Road, Dublin 8"
€170 weekly,"Available Now - Single room not available
deposit taken

double room is available 

please only message by phone or whatsapp for better response as my email your message will most likely be misplaced. Thank you

beautiful modern home lo...","Castle Elms House, Greencastle Road, Dublin 17, Coolock, Dublin 17"
€600 monthly,"Available 23rd August - Please read the ad in full before asking. Please note that most, if not all, questions you may have are answered here. I will reply to all inquiries once it's clear that you have read the ad in full. House and shared spa...","The Boulevard, Mount Eustace. Tyrrelstown, Dublin 15"
€125 weekly,"Available Now - ***available sunday evening to friday afternoons only***

dublin host families are proud to offer a single bedroom in this fabulous end terrace 
property located only 10 kilometres from dublin city centre. Ideally locate...","Grange Abbey Grove, Baldoyle, Dublin 13"
€180 weekly,"Available Now - Rooms available to rent 
double bedroom €
single bedroom  €
please forward references","66 Castlegate Way ,adamstown Castle, Adamstown, Co. Dublin"
€563 monthly,"Available Now - **email application only**

**price inclusive of all utilities**

* bright single room with shared kitchen and bathroom

* convienient location 15 minutes to dcu college / city 
   centre / mater hospital / m50 and airpo...","Glenhill Road, Dublin 11, Finglas, Dublin 11"
€650 monthly,"Available Now - Five bedroom semi detached house with a back garden. A friendly & lovable small dog (jack russel) at home. Five minutes walk to numerous bus stops. Lidl, eurospar, ballyowen post office and 2 parks are nearby. This house...","Liffey Park,liffey Valley Park,lucan,co. Dublin, Lucan, Co. Dublin"
€550 monthly,"Available 4th September - Hi dear

this property is in center of this small community,10walk to dcu,library and 15min to omni shops ,all walking distance,we have been live here long time and is good area ,all neighborhood are nice. Bus stop just ...","Shanard Road,dublin 9, Whitehall, Dublin 9"
€990 monthly,"Available Now - **12 minute walk to the luas**
**7 minute walk to buses**

                 *****digs*****

2 single rooms available with shared bathroom. We have hosted students for more than 10 years. We have 2 teenage girls going to ...","Cruagh Close, Dublin 18, Stepaside, Dublin 18"
€700 monthly,"Available Now - Female only, to live with solo mammy and her 1 year old baby. Student, teacher or childcare worker preferred. Shared bathroom. Room available is an extension off the kitchen. Lovely little cottage, close to 140 bus termi...","Highfield Grove, Dartry, Dublin 6"
€480 monthly,"Available 28th August - Single room available from 28 aug 2024 for 3 months  initially, with the possibility of extending for a longer period. 15 bus stop to city centre - 8 mins away. S6 to ucd - 15 min walk. 1gb broadband. Suitable for emeral...","Ashton Grove, Knocklyon, Dublin 16"
€850 monthly,"Available Now - Single room with extremely adequate storage, sharing a large bathroom with just one other. Parking space available. Modern, warm house with high-speed wifi. Large sunroom/tv room and garden. Safe area. Excellent bus link...","15 College Square, Dublin 6w, Terenure, Dublin 6w"
€180 weekly,"Available 31st August - Room is available currently for a female only. 5 day let p.w. - sunday to friday. Flexible lease, long or short duration. 6 minutes from dart and bus. Handy for work, city centre or colleges - ncg english language school...","Claremont Court, Glenageary, Glenageary, Co. Dublin"
€720 monthly,"Available Now - Comfortable and quite 3 bedroom house, close to a number of amenities. Public transport links 4 minute walk. Large gardens, fast wifi. Property available sunday night to friday evenings only each week.","The Willows, 2 Dromheath Gardens, Mulhuddart, Dubl, Mulhuddart, Dublin 15"
"€1,200 monthly","Available Now - 1 bedroom, fully furnished, own entrance, own sitting room, kitchen, bathroom, parking. Electricity and heating included in price. Available monday-friday. Non smoker. Own car essential. References required. Location: 11...","Kilrue Lane, Kilrue, Kilbride, Co. Meath, Ward, Co. Dublin"
€550 monthly,"Available 1st September - Single-bedroom available for rent in a family home (2 adults and 1 teenager), quiet area, daybreak store, lidl, dunnes nearby, large corkagh park for walking etc. , 13, 68 & 151 bus route access to city center. For any m...","Castlegrange Square, Dublin 22, Grange Castle, Co. Dublin"
"€1,150 monthly",Available 1st September - Single room available in large city centre 3rd floor apartment (near smithfield). Sharing apartment with one other older male (gay) and his cat. Strictly nonsmoker only. No working from home. Must be clean and tidy at al...,"Mellowes Quay, Ushers St, Dublin 8"
€750 monthly,"Available 6th January - ***available from january 2025***

erasmus/exchange students/working people welcome for academic year 2024-2025. 1 x large room for *single* person €850 - available from january 2025. 1 x single room for single pers...","Rutland Place North, Dublin 1"
€800 monthly,"Available Now - Two rooms available to rent in a comfortable spacious house in swords manor (single and double) a one minute bus stop where buses will take you to dublin, swords, and the airport. Bills included: internet and bins. Great...","Swords Manor Avenue, Swords, Co. Dublin, Swords, Co. Dublin"
€700 monthly,"Available Now - Room in a 4-bed part  semi-detached house are available for up to 9 months. Facilities include kitchen,gas hob, oven,  dishwasher, washer and dryer, fridge freezer, front and rear garden,wifi, cable tv, and parking. Gas-...","College Park Avenue, Dublin 16, Ballinteer, Dublin 16"
€700 monthly,"Available Now - This thirt floor apartment is located just few minutes walk to luas and citywest shopping centre. This is a two bedroom property with one other tenant in the property. Room has a balcony with view of the mountains, there...","Carrig Court,saggart,co. Dublin, Citywest, Co. Dublin"
€800 monthly,Available Now - Large single room in well kept terrace house in lovely mature area. 2 minute work to bus stops that serve city centre and dublin airport. Walking distance to beaumont hospital and dcu. Across road from omni shopping cent...,"Lorcan Drive, Dublin 9, Whitehall, Dublin 9"
€670 monthly,"Available Now - Single room for rent in belfry at citywest tallaght. 7 minutes walk from citywest shopping centre and fortunestown red line luas stop, 35 minutes from city center by luas. One month deposit is required. 80 euro per month...","Belfry Dale, Citywest, Co. Dublin"
€700 monthly,Available Now - 1 large single bedroom available to rent in a fully furnished ground floor apartment located within in a very quiet development. Won't have to share the shower in the main bathroom as the owner of the property has an ens...,"Lyons Avenue South,newcastle,co. Dublin, Baldonnell, Dublin 22"
€800 monthly,"Available 1st September - A big size single room available in a rental house. Great location, very nice and safe neighbourhood. A double room in downstairs with a single bed, bathroom shared with one tenant, back garden, shed. References will be ...","Rochestown Park, Sallynoggin, Co. Dubl, Glenageary, Co. Dublin"
€750 monthly,"Available Now - Semi-d house in excellent, safe and sunny location. The area is well served the main bus routes 39a & 39 & 37 and schools and supermarkets, also very near clonsilla train station, blanchardstown shopping center is within...","Sorrel Heath,clonsilla,dublin 15, Clonsilla, Dublin 15"
€650 monthly,"Available 30th September - Room 1 is a bright, spacious, and newly refurbished double bedroom with built in wardrobe chest of drawers and bedside locker. Room 2 is a beautifully refurbished single room with built in wardrobe and bedside locker. Bo...","Dodder Avenue, Dublin 24"
€900 monthly,"Available Now - In crumlin nearby dublin 8 
one single room available now. All the bills included (gas, electricity, bin, internet). Studying chair and table are available in the room. Enough storage place. Students welcom no smoking 
o...","Glenealy Road, Crumlin, Dublin 12"
€720 monthly,"Available Now - We are looking for a neat and tidy person who will help us maintain a good standard and look after the property. - available for june/july or august/september booking
- fully equipped kitchen
- well maintained / clean ba...","Joy St, Dublin 4, D04 Y6T2, Dublin 4"
